num;eng;rus;status;error
168;aborticide;средство, вызывающее аборт, вызывающий аборт;word
169;abortifacient;средство, вызывающее аборт, вызывающий аборт;word
170;abortion;неудача, аборт;word
171;abortional;абортивный;word
172;abortionist;производитель подпольных абортов;word
173;abortive;прерванный;word
174;abortively;с прерыванием;word
175;abortiveness;прерываемость;word
176;abound;изобиловать;word
177;about;около, почти, вновь;word
178;above;пвыше, вышеуказанное;word
179;above all;главным образом;frase
180;aboveboard;честно;word
181;aboveground;наземный, законный;word
182;abovementioned;вышеупомянутый;word
183;abracadabra;абракадабра;word
184;abradant;абразив;word
185;abrade;изнашиваться;word
186;abrader;аппарат для испытания истиранием;word
187;abranchian;безжаберный;word
188;abranchiate;безжаберный;word
189;abrasiometer;определитель снашивания;word
190;abrasion;снашивание;word
191;abrasions;снашивание;word
192;abrasive;абразив, абразивный;word
193;abrasively;абразивно;word
194;abrasiveness;абразивность;word
195;abreact;отреагировать;word
196;abreaction;отреагирование;word
197;abreast;в ряду;word
198;abridge;сокращать;word
199;abridgeable;сокращаемый;word
200;abridged;сокращать, сокращенный;word
201;abridgement;сокращение;word
202;abridger;усекатель;word
203;abridgment;сокращение;word
204;abroach;открывать;word
205;abroad;за границей;word
206;abrogable;отменяемый;word
207;abrogate;отменять;word
208;abrogated;отменять, отмененный;word
209;abrogation;отмена;word
210;abrogations;отмена;word
211;abrogative;подавляющий;word
212;abrogator;отменяющая, сторона;word
213;abrupt;внезапный, крутой;word
214;abruption;разрыв;word
215;abruptly;резко;word
216;abruptness;крутизна;word
217;abscess;абсцесс;word
218;abscessed;абсцедирующий;word
219;abscessing;абсцедирующий;word
220;abscise;отсекать;word
221;abscised;отсекать, отсеченный;word
222;abscising;отсекать, отсекающий;word
223;abscissa;абсцисса;word
224;abscissae;абсцисса;word
225;abscission;отсечение;word
226;abscond;скрываться;word
227;absconded;скрываться;word
228;absconder;скрывающийся;word
229;absence;отсутствие, отсутствующий;word
230;absence rate;коэффициент невыхода на работу;frase
231;absent;отсутствующий;word
232;absent-minded;рассеянный;word
233;absentation;отсутствие;word
234;absentee;отсутствующий, отсутствующий;word
235;absentee landlord;отсутствующий землевладелец (домовладелец);frase
236;absentee owner;отсутствующий владелец;frase
237;absenteeism;прогул;word
238;absenteeism rate;коэффициент невыхода на работу;frase
239;absentees;отсутствующий;word
240;absentia;отсутствие;word
241;absently;рассеянно;word
242;absentminded;рассеянный;word
243;absinthe;абсент;word
244;absinthian;полынный;word
245;absolute;абсолютный;word
246;absolute address;физический адрес;frase
247;absolute addressing;абсолютная адресация;frase
248;absolute assembler;абсолютный ассемблер (ассемблер, работающий с абсолютными адресами);frase
249;absolute code;(юр.) полный свод законов, машинный код, программа в машинном коде;frase
250;absolute coding;программирование в машинном коде;frase
251;absolute command;абсолютная команда;frase
252;absolute coordinates;абсолютные координаты, координаты, идентифицирующие положение точки относительно заданной системы координат, общей для всего описания;frase
253;absolute deviation;абсолютное отклонение;frase
254;absolute error;абсолютная ошибка, абсолютная погрешность, разность между точным и приближенным значениями;frase
255;absolute expression;абсолютное выражение (в языке ассемблера);frase
256;absolute pathname;полное составное имя;frase
257;absolute program;программа в абсолютных адресах, абсолютная программа;frase
258;absolute term;абсолютный терм (в ассемблере);frase
259;absolute value;абсолютная величина, абсолютное значение;frase
260;absolutely;совершенно;word
261;absoluteness;безусловность;word
262;absolutes;абсолют;word
263;absolution;освобождение, оправдание;word
264;absolutions;освобождение, оправдание;word
265;absolutism;абсолютизм;word
266;absolutist;абсолютист, абсолютистский;word
267;absolutistic;абсолютистский;word
268;absolutive;абсолютистский;word
269;absolutory;оправдательный;word
270;absolvable;освобождаемый;word
271;absolve;освобождать;word
272;absolvent;освободитель, освобождающий;word
273;absolver;освободитель;word
274;absorb;поглощать, амортизировать;word
275;absorbability;поглощаемость;word
276;absorbable;абсорбируемый;word
277;absorbance;, оптическая, плотность;word
278;absorbed;поглощать, амортизировать, абсорбированный;word
279;absorbedly;Пс поглощением;word
280;absorbence;поглощение, всасывание;word
281;absorbency;поглощение, всасывание;word
282;absorbent;абсорбент, абсорбирующий;word
283;absorber;поглотитель;word
284;absorbing;поглощать, абсорбция, абсорбирующий;word
285;absorbing capacity;пропускная способность, абсорбционная способность;frase
286;absorbingly;с абсорбцией;word
287;absorption;поглощение, абсорбция;word
288;absorption capacity;абсорбционная способность;frase
289;absorptive;поглощающий;word
290;abstain;воздерживаться;word
291;abstainer;воздержавшийся, воздержавшийся;word
292;abstemious;умеренный;word
293;abstemiously;умеренно;word
294;abstemiousness;умеренность;word
295;abstention;воздержание;word
296;abstentious;воздержанный;word
297;abstergent;очищающий;word
298;abstersion;очищение;word
299;abstinence;умеренность;word
300;abstinence theory;теория воздержания;frase
301;abstinent;умеренный;word
302;abstract;абстрагировать, граф)реферат, абстракция, абстрактный;word
303;abstracted;абстрагировать, абстрагированный;word
304;abstractedly;рассеянно;word
305;abstractedness;рассеянность;word
306;abstracter;водопользователь;word
307;abstracting;абстрагировать, реферирование;word
308;abstraction;абстракция;word
309;abstractive;отвлеченный;word
310;abstractiveness;отвлеченность;word
311;abstractly;отвлеченно;word
312;abstractness;отвлеченность;word
313;abstractor;водопользователь;word
314;abstriction;абстрикция;word
315;abstruse;непонятный;word
316;abstrusely;малопонятно;word
317;abstruseness;непонятность;word
318;absurd;абсурд, нелепый;word
319;absurdity;нелепость;word
320;absurdly;нелепо;word
321;absurdness;нелепость;word
322;abt;о, вновь;word
323;abundance;избыток;word
324;abundant;обильный;word
325;abundantly;обильно;word
326;abuse;злоупотреблять, злоупотребление, небрежность;word
327;abuser;злоупотребитель;word
328;abusive;оскорбительный;word
329;abusively;оскорбительно;word
330;abusiveness;оскорбительность;word
331;abut;примыкать, Т)граничить;word
332;abutilon;канатник;word
333;abutment;граница;word
334;abuttal;граница;word
335;abutter;владелец;word
336;abutting;примыкать, примыкающий;word
337;aby;искупать;word
338;abye;искупать;word
339;abysm;пучина;word
340;abysmal;бездонный;word
341;abysmally;безгранично;word
342;abyss;пучина;word
343;abyssal;глубинный;word
344;abyssinia;абиссиния;word
345;abyssinian;абиссинец, абиссинский;word
346;ac;#пер, ток;word
347;acacia;акация;word
348;academe;акадения;word
349;academia;академия;word
350;academic;ученый, университетский;word
351;academical;академический;word
352;academically;академически;word
353;academician;академик;word
354;academicism;академизм;word
355;academics;академик;word
356;academy;академия;word
357;acadia;акадия;word
358;acadian;акадийский;word
359;acanthaceous;иглистый;word
360;acanthi;акант;word
361;acanthoid;шипообразный;word
362;acanthous;акантовый;word
363;acanthus;акант;word
364;acappela;акапелла;word
365;acapulco;акапулько;word
366;acaroid;зудень;word
367;acarpelous;бескарпельный;word
368;acarpous;акарпный;word
369;acatalectic;продолжительный;word
370;acaudal;бесхвостый;word
371;acaudate;бесхвостый;word
372;acaulescent;бесстебельный;word
373;acauline;бесстебельный;word
374;accede;вступать, соглашаться;word
375;accede to;вступать [-пить] в;frase
376;accedence;вступление;word
377;acceder;вступающая, сторона;word
378;accelerable;ускоряемый;word
379;accelerant;ускоритель;word
380;accelerate;ускорять;word
381;accelerated depreciation;ускоренные амортизационные списания;frase
382;accelerateed depreciation;ускоренные аммортизационные начисления, ускоренная аммортизация;frase
383;accelerateing premium;прогрессивная премия;frase
384;accelerating;ускорять, ускоряющий;word
385;accelerating premium;прогрессивная премия;frase
386;acceleration;ускорение;word
387;acceleration coefficient;коэффициент акселерации, приростная капиталоемкость;frase
388;acceleration factor;фактор акселерации, коэффициент акселерации;frase
389;acceleration principle;принцип акселерации;frase
390;acceleration time;время разгона;frase
391;accelerations;ускорение;word
392;accelerative;ускорительный;word
393;accelerator;акселератор;word
394;acceleratory;ускорительный;word
395;accelerometer;акселерометр;word
396;accent;акцент, ударение;word
397;accented;акцентировать, акцентированый;word
398;accenting;акцентировать;word
399;accentual;тонический;word
400;accentuality;выделенность;word
401;accentuate;подчеркивать;word
402;accentuation;подчеркивание;word
403;accept;принимать, мириться;word
404;accept goods;принимать товар;frase
405;acceptability;приемлемость;word
406;acceptable;приемлемый;word
407;acceptableness;приемлемость;word
408;acceptably;приемлемо;word
409;acceptance;принятие, Р)признание, акцептованный;word
410;acceptance bill;акцептованная тратта;frase
411;acceptance credit;акцептный кредит, вексельный кредит;frase
412;acceptance sampling;выборочный контроль при приемке;frase
413;acceptance test;приемное испытание;frase
414;acceptance testing;испытания при приемке;frase
415;acceptance trials;приемочные испытания (оборудования,судна и т. д.);frase
416;acceptances;акцепт;word
417;acceptation;принятое, значение слова;word
418;accepted;принимать, допустимый;word
419;accepter;акцептор;word
420;accepting;принимать, мириться, прием;word
421;acceptor;акцептор;word
422;access;к, доступ;word
423;access address;указатель, ссылка;frase
424;access control;контроль доступа;frase
425;access cycle;цикл обращения;frase
426;access matrix;матрица права доступа;frase
427;access method;метод выборки, метод доступа;frase
428;access mode;режим доступа;frase
429;access path;путь доступа;frase
430;access restriction;ограничение доступа;frase
431;access right;право доступа;frase
432;access scan;поиск необходимой информации в файле последовательным перебором записей;frase
433;access time;время доступа;frase
434;accessarily;побочно;word
435;accessary;соучастник, побочный;word
436;accessed;доступный;word
437;accessibility;доступность;word
438;accessible;доступный;word
439;accessibleness;доступность;word
440;accessibly;доступно;word
441;accessing;получать, доступ;word
442;accession;доступ;word
443;accession rate;коэффициент пополнения рабочей силы;frase
444;accessions;прирост численности работающих;word
445;accessor;аксессор;word
446;accessorial;акцессорный;word
447;accessorial services;дополнительные услуги перевозчиков грузов (хранение и т.д.);frase
448;accessories;принадлежность;word
449;accessorily;вспомогательно;word
450;accessoriness;соучастие;word
451;accessory;принадлежность, соучастник, вспомогательный;word
452;accessory work;подсобная работа;frase
453;acciaccatura;короткий, форшлаг;word
454;accidence;аварийность;word
455;accident;авария, случайность, аварийный;word
456;accident experience;подверженность несчастным случаям;frase
457;accident free;безаварийный;frase
458;accident insurance;страхование от несчастных случаев;frase
459;accident preventatives;предохранительные надписи и метки, предохранительные средства, техника безопасности;frase
460;accident prevention;предупреждение несчастных случаев, техника безопасности;frase
461;accident rate;коэффициент производственного травматизма;frase
462;accident risk;аварийность;frase
463;accident statistics;статистика несчастных случаев;frase
464;accidental;случайный;word
465;accidental loss;(#страх.) случайный убыток;frase
466;accidentally;случайно;word
467;accidentals;случайный, элемент;word
468;accidently;случайно;word
469;acclaim;приветствовать, восхвалять, восхваление, приветствие;word
470;acclaimer;приветствие;word
471;acclamation;одобрение;word
472;acclamations;одобрение;word
473;acclamatory;одобрительный;word
474;acclimatable;приспосабливающийся;word
475;acclimate;акклиматизироваться;word
476;acclimated;акклиматизироваться, акклиматизированный;word
477;acclimation;акклиматизация;word
478;acclimatization;акклиматизация;word
479;acclimatize;акклиматизироваться;word
480;acclivitous;уклонный;word
481;acclivity;откос;word
482;acclivous;покатый;word
483;accolade;чествовать;word
484;accommodable;размещаемый;word
485;accommodate;размещать, приспосабливать;word
486;accommodatingly;удобно;word
487;accommodation;размещение;word
488;accommodation unit;жилой дом;frase
489;accommodations;место проживания;word
490;accommodative;разместительный;word
491;accommodator;разместитель;word
492;accomodating;размещать, приспосабливать, вмещающий;word
493;accomodation;размещение, удобство;word
494;accompanied;сопровождать, сопровождаемый;word
495;accompaniment;сопровождение, добавление;word
496;accompanist;аккомпаниатор;word
497;accompany;сопровождать;word
498;accompanying;сопровождать, сопутствующий;word
499;accomplice;сообщник;word
500;accomplish;выполнять;word
501;accomplished;выполнять, совершенный;word
502;accomplisher;выполнитель;word
503;accomplishment;выполнение;word
504;accomplishments;совершенство;word
505;accord;согласовывать, согласие;word
506;accordable;соответствующий;word
507;accordance;соответствие;word
508;accordant;в соответствии;word
509;accordantly;соответственно;word
510;according;в соответствии с;word
511;according to;согласно;frase
512;accordingly;соответственно;word
513;accordion;аккордеон;word
514;accordionist;аккордеонист;word
515;accost;заговаривать, приветствие;word
516;accoster;инициатор;word
517;accosting;заговаривать;word
518;accouchement;роды;word
519;account;считать, счет, отчет, учетный;word
520;account book;счетная, бухгалтерская книга;frase
521;account department;бухгалтерия;frase
522;account document;счетный документ;frase
523;account equipment;счетный инвентарь;frase
524;account executive;исполнитель заказа;frase
525;account for;иметь хорошую репутацию;frase
526;account holder;владелец банковского счета;frase
527;account production;выписка счета;frase
528;account valuation;смета;frase
529;accountability;подотчетность;word
530;accountable;ответственный, подотчетный;word
531;accountableness;подотчетность;word
532;accountably;ответственно;word
533;accountancy;учет;word
534;accountant;бухгалтер;word
535;accountant officer;счетный работник, бухгалтер, ревизор;frase
536;accountantship;бухгалтерия;word
537;accounting;считать, учет, счетный;word
538;accounting clerk;бухгалтерский работник, счетовод;frase
539;accounting conventions;условности счета;frase
540;accounting currency;расчетная валюта;frase
541;accounting device;средство учета;frase
542;accounting entry;запись в счете;frase
543;accounting file;учетный файл, файл, содержащий данные о бюджете пользователей;frase
544;accounting framework;система счетов, система показателей учета;frase
545;accounting information;отчетная информация;frase
546;accounting machine;счетно-пишущая машина, счетно-табличная машина;frase
547;accounting mechanism;механизм учета;frase
548;accounting methods;методы бухгалтерского учета, бухгалтерские методы;frase
549;accounting period;отчетный период;frase
550;accounting practice;практика учета;frase
551;accounting price;расчетная цена;frase
552;accounting principles;принципы составления счетов, принципы учета, бухгалтерские принципы;frase
553;accounting procedure;метод (бухгалтерского) учета;frase
554;accounting records;бухгалтерский учет, материалы (данные) бухгалтерского учета;frase
555;accounting system;система учета, система счетов;frase
556;accounting unit;единица учета;frase
557;accounts;считать, отчетность;word
558;accounts outstanding;сумма обязательств по счетам;frase
559;accounts payable;счета к платежу, счета, подлежащие оплате, счета кредиторов, предстоящие выплаты;frase
560;accounts receivable;счета к получению, счета, подлежащие взысканию, счета дебиторов, предстоящие поступления;frase
561;accouter;снаряжать;word
562;accoutered;снаряжать, снаряженный;word
563;accoutering;снаряжать, снаряжение;word
564;accouterment;снаряжение;word
565;accoutre;снаряжать;word
566;accoutrement;снаряжение;word
567;accredit;уполномочивать;word
568;accreditation;аккредитирование;word
569;accredited;аккредитированный;word
570;accrete;срастаться, сросшийся;word
571;accreted;срастаться, сросшийся;word
572;accreting;срастаться;word
573;accretion;прирост;word
574;accretions;прирост;word
575;accruable;накопляемый;word
576;accrual;накопление;word
577;accruals;накопление;word
578;accrue;увеличиваться;word
579;accrued;увеличиваться, накопленный;word
580;accrued interest;наросшие проценты, начисленные проценты;frase
581;accrued items;начисления;frase
582;accrued liabilities;срочные обязательства;frase
583;accrued taxes;начисленные налоги, налоговые начисления;frase
584;accrueing income;вновь созданный доход;frase
585;accruement;накопление;word
586;acct;счет;word
587;accuisition;приобретение;word
588;acculturation;акультурация;word
589;acculturational;акультурационный;word
590;acculturative;акультурационный;word
591;accumulate;накапливать;word
592;accumulated;накапливать, накопленный;word
593;accumulated data;накопленные данные;frase
594;accumulated debt;накопленная задолженность;frase
595;accumulated depreciation;накопленные амортизационные отчисления;frase
596;accumulated divided;нераспределенные дивиденды;frase
597;accumulated error;накопленная ошибка;frase
598;accumulated interest;наросшие проценты;frase
599;accumulated stocks;накопившиеся запасы;frase
600;accumulating;накапливать, накапливающий;word
601;accumulation;накопление;word
602;accumulative;накопляющийся;word
603;accumulative saving;использование прибыли в целях накопления, (ре)инвестирование прибыли;frase
604;accumulatively;кумулятивно;word
605;accumulator;аккумулятор;word
606;accumulator register;сумматор, накапливающий регистр;frase
607;accuracy;точность, меткость;word
608;accurate;точный;word
609;accurately;точно;word
610;accurateness;точность;word
611;accurse;проклинать;word
612;accursed;проклинать, проклятый;word
613;accursedly;с проклятиями;word
614;accursedness;проклятость;word
615;accusable;обвиняемый;word
616;accusal;обвинение;word
617;accusation;обвинение;word
618;accusative;винительный;word
619;accusatively;обвиняюще;word
620;accusativeness;обвинение;word
621;accusatorial;обвинительный;word
622;accusatory;обвинительный;word
623;accuse;обвинять;word
624;accused;обвинять, обвиняемый;word
625;accuseds;обвиняемый;word
626;accuser;обвинитель;word
627;accusingly;обвинительно;word
628;accustom;приучать;word
629;accustomed;привычный;word
630;accustoming;приучать, приучение;word
631;ace;ас, Р)туз;word
632;acerb;едкий;word
633;acerbate;раздражать;word
634;acerbated;раздражать, раздраженный;word
635;acerbating;раздражать, раздражающий;word
636;acerbic;едкий;word
637;acerbity;жесткость;word
638;acetanilide;ацетанилид;word
639;acetate;ацетат, ацетатный;word
640;acetic;ацетатный;word
641;acetified;ацетифицировать, ацетифицированный;word
642;acetify;ацетифицировать;word
643;acetone;ацетон, ацетоновый;word
644;acetonic;ацетоновый;word
645;acetyl;ацетил;word
646;acetylcholine;ацетилхлорин;word
647;acetylcholinesterase;ацетилхолинестераза;word
648;acetylene;ацетилен, ацетиленовый;word
649;acetylsalicylic;ацетилсалициловый;word
650;ache;болеть, боль;word
651;acheless;безболезненный;word
652;achene;семянка;word
653;achier;более, болезненный;word
654;achiest;наиболее, болезненный;word
655;achievable;достижимо;word
656;achieve;достигать;word
657;achievement;достижение;word
658;achiever;целеустремленный, человек;word
659;achievers;целеустремленный, люди;word
660;achilles;ахиллес;word
661;achiness;болезненность;word
662;achingly;болезненно;word
663;achromatic;бесцветный;word
664;achromatically;ахроматически;word
665;achromatism;бесцветность;word
666;achy;болезненный;word
667;acid;хим)кислота, кислотный;word
668;acidhead;наркоман;word
669;acidic;кислый;word
670;acidifiable;окисляемый;word
671;acidification;окисление;word
672;acidified;подкислять, подкисленный;word
673;acidifier;окислитель;word
674;acidify;подкислять;word
675;acidity;хим)кислотность;word
676;acidly;холодно;word
677;acidosis;ацидоз;word
678;acidproof;кислотоупорный;word
679;acidulate;подкислять;word
680;acidulated;недовольный;word
681;acidulating;подкислять, подкисляющий;word
682;acidulation;подкисление;word
683;acidulous;кисловатый;word
684;acidulously;кисловато;word
685;acidulousness;кисловатость;word
686;acknowledge;признавать, дрез)подтверждать;word
687;acknowledged;признавать, признанный;word
688;acknowledgement;подтверждение;word
689;acknowledgment;признание;word
690;aclinal;горизонтальный;word
691;aclinic;аклинический;word
692;acme;верх;word
693;acne;угорь;word
694;acolyte;помощник;word
695;aconite;аконит;word
696;acorn;желудь;word
697;acoustic;акустический;word
698;acoustic coupler;акустический модем, устройство сопряжения на базе акустического модема;frase
699;acoustic modem;акустический модем, модем, преобразуещий цифровые сигналы в звуковые сигналы речевого диапазона и обратно;frase
700;acoustical;акустический;word
701;acoustically;акустически;word
702;acoustics;акустика;word
703;acquaint;знакомить;word
704;acquaintance;знакомство;word
705;acquaintances;знакомство;word
706;acquaintanceship;знакомство;word
707;acquainted;знакомить, знакомый;word
708;acquamarine;аквамарин, аквамариновый;word
709;acquiesce;соглашаться, неохотно;word
710;acquiescence;неохотный, согласие;word
711;acquiescent;покорный;word
712;acquiescently;покорно;word
713;acquirable;приобретенный;word
714;acquire;приобретать;word
715;acquired;приобретать, благоприобретенный;word
716;acquirement;приобретение;word
717;acquirements;навык;word
718;acquirer;аквизитор;word
719;acquiring;приобретать, получение;word
720;acquisition;приобретение;word
721;acquisition costs;стоимость приобретения, первоначальная стоимость;frase
722;acquisitive;восприимчивый;word
723;acquisitively;жадно;word
724;acquisitiveness;восприимчивость;word
725;acquit;оправдывать, Р)освобождать;word
726;acquit of;освобождать [-бодить] от, выполнять [выполнить] (обязанности);frase
727;acquitance roll;ведомость с расписками о получении заработной платы;frase
728;acquittal;оправдание;word
729;acquittance;погашение долга;word
730;acquittance roll;ведомость с расписками в получении заработной платы;frase
731;acre;акр;word
732;acreage;площадь в акрах;word
733;acreage allotment;квота посевных площадей (под определенными культурами);frase
734;acrid;резкий;word
735;acridity;острота;word
736;acridly;резко;word
737;acridness;острота;word
738;acrimonious;язвительный;word
739;acrimoniously;язвительно;word
740;acrimoniousness;язвительность;word
741;acrimony;желчность;word
742;acrobat;акробат;word
743;acrobatic;акробатический;word
744;acrobatically;акробатически;word
745;acrobatics;акробатика;word
746;acronym;акроним;word
747;acrophobia;акрофобия;word
748;acropolis;акрополь;word
749;across;через;word
750;acrostic;акростих;word
751;acrostically;акростически;word
752;acrylic;акрил, акриловый;word
753;act;действовать, действие;word
754;acth;адренокортикотропин;word
755;actin;актин;word
756;acting;действовать, исполнение, действующий, исполняющий обязанности;word
757;actinic;актиничный;word
758;actinically;актинично;word
759;actinism;светочувствительность;word
760;actinium;актиний;word
761;action;действие, иск;word
762;action research;исследование в целях выработки мер;frase
763;actionability;исковый, сила;word
764;actionable;дающий основания для судебного преследования;word
765;actionably;в судебном порядке;word
766;activate;активизировать, активизация, пусковой;word
767;activation;активизация;word
768;activation frame;запись активации. структура данных,, формируемая (обычно на стеке) при, вызове процедуры или активации процесса и содержащая информацию о параметрах, локальных переменных и, точке возврата;frase
769;activation record;запись активации;frase
770;activator;активизатор;word
771;active;активный;word
772;active balance;активный баланс (сальдо);frase
773;active competition;оживленная конкуренция;frase
774;active demand;оживленный спрос;frase
775;active domain;активный домен;frase
776;active file;открытый файл, файл, используемый в данный момент какой-либо задачей;frase
777;active job;текущее задание;frase
778;active proprietors;работающие предприниматели, работающие владельцы предприятий;frase
779;active star;активная звезда;frase
780;active storage;расходный материал, расходный склад;frase
781;active task;текущая [активная] задача;frase
782;active value;действующее значение;frase
783;actively;активно;word
784;activeness;активность;word
785;activism;активизм;word
786;activist;активист;word
787;activities;деятельность;word
788;activity;деятельность, активность;word
789;activity analysis;метод "исследования операций", линейное программирование;frase
790;activity rates;показатели экономической активности (населения);frase
791;actomyosin;актомиозин;word
792;actor;актер;word
793;actress;актриса;word
794;actual;фактический;word
795;actual address;исполнительный адрес, абсолютный адрес;frase
796;actual argument;фактический параметр;frase
797;actual capital;действительный капитал;frase
798;actual costs;фактическая (действительная) себестоимость, цена приобретения;frase
799;actual data;фактические данные;frase
800;actual hours;фактически отработанное время;frase
801;actual market;фактическая сумма продаж, фактический оборот (реализация);frase
802;actual parameter;фактический параметр;frase
803;actual performance;фактическая производительность;frase
804;actual price;текущая цена, настоящая цена;frase
805;actual storage;физическая память;frase
806;actual value;действительная, фактическая стоимость;frase
807;actualities;действительность;word
808;actuality;действительность;word
809;actualization;актуализация;word
810;actualize;осуществлять;word
811;actually;действительно;word
812;actuals market;рынок наличных товаров (в отличие от срочного рынка);frase
813;actuarial;относящийся к страховому делу;word
814;actuarial consultant;консультант-актуарий, специалист в области страховой статистики;frase
815;actuarial equivalent;актуарный эквивалент, экспертно-статистический эквивалент;frase
816;actuarial margin;актуарная (экспертно-статистическая) разница;frase
817;actuarial mathematics;актуарная (страховая) математика;frase
818;actuarial probabilities;статистические вероятности в страховании;frase
819;actuarial probabilitys;статистические вероятности в страховании;frase
820;actuarial reserves;страховые резервы;frase
821;actuarial services;услуги по страхованию, страховые услуги;frase
822;actuarial statistics;страховая статистика, статистика страхования;frase
823;actuarial tables;актуарные таблицы;frase
